context_conditions,n_context_conditions,occurrence_id,setup_def_version,tf,session_globex_day,segment_id,direction,origin_family,origin_object_id,origin_extreme,trigger_object_id,trigger_index,C_index,trigger_ts_et,availability_et,entry,structural_stop,structural_target,target_kind,risk_points,risk_atr,target_R,expiry_E_bars,resolve_H_1m,exact_graph,reduced_graph,broad_family,structural_score,sc_context_coherence,sc_trigger_clarity,sc_displacement_quality,sc_freshness,sc_invalidation_clarity,sc_target_room,sc_contradiction,primitive_ids,outcome,entry_fill_et,resolution_et,realized_R,favorable,mfe_R,mae_R,time_to_target_min,time_to_invalidation_min,target_still_valid,feat_direction,feat_session,feat_origin_family,feat_time_anchor,feat_displacement_atr,feat_path_efficiency,feat_fvg_tf,feat_fvg_width_atr,feat_vwap_side,feat_nearest_vwap_band,feat_nearest_band_dist_atr,feat_level_family,feat_target_distance_R,feat_opposing_distance_atr,feat_volatility_bucket,feat_risk_atr,prior_global_p,prior_global_R,exact_n,exact_wins,exact_losses,exact_fav_rate,exact_mean_R,reduced_n,reduced_fav_rate,reduced_mean_R,broad_n,broad_fav_rate,broad_mean_R,global_n,w_exact,w_reduced,w_broad,shrunk_favorable_probability,shrunk_expected_R,evidence_count,effective_sample_size,uncertainty_halfwidth,final_predicted_class
origin=FVG_FAILURE | anchor=rth | vwap_above,3,OC-5m-20260709T0935-L-FVG,cg-recognizer-v1.0.0,5m,2026-07-09,6,long,FVG_FAILURE,FVG-5m-bear-20260706T2225,29799.25,FVG-5m-bull-20260709T0940,36838,36839,2026-07-09 09:35:00-04:00,2026-07-09 09:45:00-04:00,29811.75,29781.5,29846.20977971115,vwap_band,30.25,0.82,1.139,20,120,FVG_FAILURE(20260706T2225)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,73.512,1.0,0.7607,0.711,1.0,0.8959,0.3797,0.0659,ORIGIN:FVG-5m-bear-20260706T2225 ; TRIGGER_FVG:FVG-5m-bull-20260709T0940,WIN,2026-07-09 09:49:00-04:00,2026-07-09 09:51:00-04:00,1.1391662714429476,True,2.893,0.107,2.0,,True,long,2026-07-09,FVG_FAILURE,rth,3.029,0.422,5m,0.82,above,+1.0,0.934,,1.139,0.934,high,0.82,0.7881,0.3096,0,0,0,,,207,0.744,0.3187,277,0.7653,0.3099,826,0.0,0.912,0.874,0.7461,0.3179,0.0,207.0,0.0593,FAVORABLE
origin=LIQ_SWEEP | anchor=rth | vwap_above,3,OC-15m-20260709T0945-S-LIQ,cg-recognizer-v1.0.0,15m,2026-07-09,6,short,LIQ_SWEEP,LVL-6-2026-07-09-candle_1000_high,29922.75,FVG-15m-bear-20260709T1015,12280,12282,2026-07-09 09:45:00-04:00,2026-07-09 10:30:00-04:00,29803.5,29808.5,29796.712050005735,vwap,5.0,0.07,1.358,20,120,LIQ_SWEEP(candle_1000_high)|short|15m->DISP->FVG_bear->FILL,ORIGIN_LIQ_SWEEP|short|15m->DISPLACEMENT->FVG_RETEST,LIQ_SWEEP|short,55.261,1.0,0.4203,0.5536,1.0,0.2851,0.4525,0.9046,ORIGIN:LVL-6-2026-07-09-candle_1000_high ; TRIGGER_FVG:FVG-15m-bear-20260709T1015,WIN,2026-07-09 10:46:00-04:00,2026-07-09 10:46:00-04:00,1.3575899988529272,True,7.0,0.2,0.0,,True,short,2026-07-09,LIQ_SWEEP,rth,1.342,0.213,15m,0.07,above,+1.0,1.08,LIQ_SWEEP,1.358,0.095,high,0.07,0.7881,0.3096,3,2,1,0.6667,0.4837,8,0.75,0.7977,21,0.7619,1.1772,826,0.231,0.286,0.344,0.7468,0.6212,3.0,8.0,0.3013,FAVORABLE
origin=FVG_FAILURE | anchor=rth | vwap_above,3,OC-5m-20260709T0950-L-FVG,cg-recognizer-v1.0.0,5m,2026-07-09,6,long,FVG_FAILURE,FVG-5m-bear-20260706T2035,29865.75,FVG-5m-bull-20260709T0955,36841,36842,2026-07-09 09:50:00-04:00,2026-07-09 10:00:00-04:00,29897.5,29891.75,29907.5,level,5.75,0.122,1.739,20,120,FVG_FAILURE(20260706T2035)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,60.301,1.0,0.6042,0.4716,1.0,0.4691,0.5797,0.7878,ORIGIN:FVG-5m-bear-20260706T2035 ; TRIGGER_FVG:FVG-5m-bull-20260709T0955,AMBIGUOUS,2026-07-09 10:00:00-04:00,2026-07-09 10:00:00-04:00,,False,4.391,1.696,,,True,long,2026-07-09,FVG_FAILURE,rth,1.066,0.232,5m,0.122,above,+1.0,0.044,,1.739,0.212,high,0.122,0.7881,0.3096,0,0,0,,,207,0.744,0.3187,277,0.7653,0.3099,826,0.0,0.912,0.874,0.7461,0.3179,0.0,207.0,0.0593,FAVORABLE
origin=LIQ_SWEEP | anchor=rth | vwap_above,3,OC-5m-20260709T0955-S-LIQ,cg-recognizer-v1.0.0,5m,2026-07-09,6,short,LIQ_SWEEP,LVL-6-2026-07-09-candle_1000_high,29922.75,FVG-5m-bear-20260709T1010,36842,36845,2026-07-09 09:55:00-04:00,2026-07-09 10:15:00-04:00,29854.5,29886.0,29835.12093706456,vwap,31.5,0.607,0.615,20,120,LIQ_SWEEP(candle_1000_high)|short|5m->DISP->FVG_bear->FILL,ORIGIN_LIQ_SWEEP|short|5m->DISPLACEMENT->FVG_RETEST,LIQ_SWEEP|short,73.145,1.0,0.8609,0.8131,1.0,0.996,0.2051,0.6264,ORIGIN:LVL-6-2026-07-09-candle_1000_high ; TRIGGER_FVG:FVG-5m-bear-20260709T1010,WIN,2026-07-09 11:06:00-04:00,2026-07-09 11:06:00-04:00,0.615208347156849,True,0.849,0.175,0.0,,True,short,2026-07-09,LIQ_SWEEP,rth,2.067,0.626,5m,0.607,above,+1.0,0.866,LIQ_SWEEP,0.615,0.374,high,0.607,0.7881,0.3096,4,4,0,1.0,1.0332,13,0.7692,1.4107,21,0.7619,1.1772,826,0.286,0.394,0.344,0.8394,0.9555,4.0,13.0,0.1996,FAVORABLE
origin=VWAP_BAND | anchor=1000 | vwap_above,3,OC-15m-20260709T1000-S-VWA,cg-recognizer-v1.0.0,15m,2026-07-09,6,short,VWAP_BAND,VWAP+1.0-2026-07-09,29899.446322998014,FVG-15m-bear-20260709T1015,12281,12282,2026-07-09 10:00:00-04:00,2026-07-09 10:30:00-04:00,29803.5,29808.5,29796.712050005735,vwap,5.0,0.07,1.358,20,120,VWAP_BAND(09)|short|15m->DISP->FVG_bear->FILL,ORIGIN_VWAP_BAND|short|15m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|short,55.261,1.0,0.4203,0.5536,1.0,0.2851,0.4525,0.9046,ORIGIN:VWAP+1.0-2026-07-09 ; TRIGGER_FVG:FVG-15m-bear-20260709T1015,WIN,2026-07-09 10:46:00-04:00,2026-07-09 10:46:00-04:00,1.3575899988529272,True,7.0,0.2,0.0,,True,short,2026-07-09,VWAP_BAND,1000,1.342,0.213,15m,0.07,above,+1.0,1.08,,1.358,0.095,high,0.07,0.7881,0.3096,0,0,0,,,27,0.7407,0.221,76,0.8158,0.4603,826,0.0,0.574,0.655,0.7686,0.3007,0.0,27.0,0.1591,FAVORABLE
origin=FVG_FAILURE | anchor=rth | vwap_above,3,OC-5m-20260709T1005-S-FVG,cg-recognizer-v1.0.0,5m,2026-07-09,6,short,FVG_FAILURE,FVG-5m-bull-20260709T0955,29897.5,FVG-5m-bear-20260709T1010,36844,36845,2026-07-09 10:05:00-04:00,2026-07-09 10:15:00-04:00,29854.5,29886.0,29835.12093706456,vwap,31.5,0.607,0.615,20,120,FVG_FAILURE(20260709T0955)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,73.145,1.0,0.8609,0.8131,1.0,0.996,0.2051,0.6264,ORIGIN:FVG-5m-bull-20260709T0955 ; TRIGGER_FVG:FVG-5m-bear-20260709T1010,WIN,2026-07-09 11:06:00-04:00,2026-07-09 11:06:00-04:00,0.615208347156849,True,0.849,0.175,0.0,,True,short,2026-07-09,FVG_FAILURE,rth,2.067,0.626,5m,0.607,above,+1.0,0.866,,0.615,0.374,high,0.607,0.7881,0.3096,0,0,0,,,206,0.7427,0.2474,272,0.7537,0.2612,826,0.0,0.912,0.872,0.7441,0.2492,0.0,206.0,0.0596,FAVORABLE
origin=VWAP_BAND | anchor=rth | vwap_above,3,OC-5m-20260709T1005-S-VWA,cg-recognizer-v1.0.0,5m,2026-07-09,6,short,VWAP_BAND,VWAP+1.0-2026-07-09,29905.439039152,FVG-5m-bear-20260709T1010,36844,36845,2026-07-09 10:05:00-04:00,2026-07-09 10:15:00-04:00,29854.5,29886.0,29835.12093706456,vwap,31.5,0.607,0.615,20,120,VWAP_BAND(09)|short|5m->DISP->FVG_bear->FILL,ORIGIN_VWAP_BAND|short|5m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|short,73.145,1.0,0.8609,0.8131,1.0,0.996,0.2051,0.6264,ORIGIN:VWAP+1.0-2026-07-09 ; TRIGGER_FVG:FVG-5m-bear-20260709T1010,WIN,2026-07-09 11:06:00-04:00,2026-07-09 11:06:00-04:00,0.615208347156849,True,0.849,0.175,0.0,,True,short,2026-07-09,VWAP_BAND,rth,2.067,0.626,5m,0.607,above,+1.0,0.866,,0.615,0.374,high,0.607,0.7881,0.3096,0,0,0,,,49,0.8571,0.5922,76,0.8158,0.4603,826,0.0,0.71,0.655,0.8424,0.5389,0.0,49.0,0.102,FAVORABLE
origin=VWAP_BAND | anchor=rth | vwap_above,3,OC-15m-20260709T1015-L-VWA,cg-recognizer-v1.0.0,15m,2026-07-09,6,long,VWAP_BAND,VWAP-2.0-2026-07-09,29629.414613236124,FVG-15m-bull-20260709T1115,12282,12286,2026-07-09 10:15:00-04:00,2026-07-09 11:30:00-04:00,29830.0,29821.25,29848.25,level,8.75,0.099,2.086,20,120,VWAP_BAND(09)|long|15m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|15m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,65.209,1.0,0.5361,0.6677,1.0,0.4009,0.6952,0.7926,ORIGIN:VWAP-2.0-2026-07-09 ; TRIGGER_FVG:FVG-15m-bull-20260709T1115,EXPIRED,,,,False,,,,,True,long,2026-07-09,VWAP_BAND,rth,1.29,0.475,15m,0.099,above,+1.0,0.48,,2.086,0.207,high,0.099,0.7881,0.3096,0,0,0,,,65,0.8462,0.0804,153,0.8627,0.2313,826,0.0,0.765,0.793,0.8464,0.1197,0.0,65.0,0.0877,FAVORABLE
origin=FVG_FAILURE | anchor=rth | vwap_below,3,OC-5m-20260709T1015-S-FVG,cg-recognizer-v1.0.0,5m,2026-07-09,6,short,FVG_FAILURE,FVG-5m-bull-20260709T0810,29712.5,FVG-5m-bear-20260709T1020,36846,36847,2026-07-09 10:15:00-04:00,2026-07-09 10:25:00-04:00,29714.25,29785.25,29705.75,level,71.0,1.124,0.12,20,120,FVG_FAILURE(20260709T0810)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,62.333,1.0,0.6556,0.7328,1.0,0.7907,0.0399,0.8654,ORIGIN:FVG-5m-bull-20260709T0810 ; TRIGGER_FVG:FVG-5m-bear-20260709T1020,WIN,2026-07-09 10:25:00-04:00,2026-07-09 10:25:00-04:00,0.11971830985915492,True,0.144,0.18,0.0,,True,short,2026-07-09,FVG_FAILURE,rth,2.201,0.466,5m,1.124,below,-1.0,0.034,,0.12,0.135,high,1.124,0.7881,0.3096,0,0,0,,,206,0.7427,0.2474,272,0.7537,0.2612,826,0.0,0.912,0.872,0.7441,0.2492,0.0,206.0,0.0596,FAVORABLE
origin=FVG_FAILURE | anchor=rth | vwap_below,3,OC-5m-20260709T1015-S-FVG,cg-recognizer-v1.0.0,5m,2026-07-09,6,short,FVG_FAILURE,FVG-5m-bull-20260709T0825,29730.0,FVG-5m-bear-20260709T1020,36846,36847,2026-07-09 10:15:00-04:00,2026-07-09 10:25:00-04:00,29714.25,29785.25,29705.75,level,71.0,1.124,0.12,20,120,FVG_FAILURE(20260709T0825)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,62.333,1.0,0.6556,0.7328,1.0,0.7907,0.0399,0.8654,ORIGIN:FVG-5m-bull-20260709T0825 ; TRIGGER_FVG:FVG-5m-bear-20260709T1020,WIN,2026-07-09 10:25:00-04:00,2026-07-09 10:25:00-04:00,0.11971830985915492,True,0.144,0.18,0.0,,True,short,2026-07-09,FVG_FAILURE,rth,2.201,0.466,5m,1.124,below,-1.0,0.034,,0.12,0.135,high,1.124,0.7881,0.3096,0,0,0,,,206,0.7427,0.2474,272,0.7537,0.2612,826,0.0,0.912,0.872,0.7441,0.2492,0.0,206.0,0.0596,FAVORABLE
origin=FVG_FAILURE | anchor=rth | vwap_below,3,OC-5m-20260709T1015-S-FVG,cg-recognizer-v1.0.0,5m,2026-07-09,6,short,FVG_FAILURE,FVG-5m-bull-20260709T0935,29767.25,FVG-5m-bear-20260709T1020,36846,36847,2026-07-09 10:15:00-04:00,2026-07-09 10:25:00-04:00,29714.25,29785.25,29705.75,level,71.0,1.124,0.12,20,120,FVG_FAILURE(20260709T0935)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,62.333,1.0,0.6556,0.7328,1.0,0.7907,0.0399,0.8654,ORIGIN:FVG-5m-bull-20260709T0935 ; TRIGGER_FVG:FVG-5m-bear-20260709T1020,WIN,2026-07-09 10:25:00-04:00,2026-07-09 10:25:00-04:00,0.11971830985915492,True,0.144,0.18,0.0,,True,short,2026-07-09,FVG_FAILURE,rth,2.201,0.466,5m,1.124,below,-1.0,0.034,,0.12,0.135,high,1.124,0.7881,0.3096,0,0,0,,,206,0.7427,0.2474,272,0.7537,0.2612,826,0.0,0.912,0.872,0.7441,0.2492,0.0,206.0,0.0596,FAVORABLE
origin=FVG_FAILURE | anchor=rth | vwap_below,3,OC-5m-20260709T1015-S-FVG,cg-recognizer-v1.0.0,5m,2026-07-09,6,short,FVG_FAILURE,FVG-5m-bull-20260709T0940,29811.75,FVG-5m-bear-20260709T1020,36846,36847,2026-07-09 10:15:00-04:00,2026-07-09 10:25:00-04:00,29714.25,29785.25,29705.75,level,71.0,1.124,0.12,20,120,FVG_FAILURE(20260709T0940)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,62.333,1.0,0.6556,0.7328,1.0,0.7907,0.0399,0.8654,ORIGIN:FVG-5m-bull-20260709T0940 ; TRIGGER_FVG:FVG-5m-bear-20260709T1020,WIN,2026-07-09 10:25:00-04:00,2026-07-09 10:25:00-04:00,0.11971830985915492,True,0.144,0.18,0.0,,True,short,2026-07-09,FVG_FAILURE,rth,2.201,0.466,5m,1.124,below,-1.0,0.034,,0.12,0.135,high,1.124,0.7881,0.3096,0,0,0,,,206,0.7427,0.2474,272,0.7537,0.2612,826,0.0,0.912,0.872,0.7441,0.2492,0.0,206.0,0.0596,FAVORABLE
origin=VWAP_BAND | anchor=rth | vwap_above,3,OC-15m-20260709T1030-L-VWA,cg-recognizer-v1.0.0,15m,2026-07-09,6,long,VWAP_BAND,VWAP-1.0-2026-07-09,29711.883009017984,FVG-15m-bull-20260709T1115,12283,12286,2026-07-09 10:30:00-04:00,2026-07-09 11:30:00-04:00,29830.0,29821.25,29848.25,level,8.75,0.099,2.086,20,120,VWAP_BAND(09)|long|15m->DISP->FVG_bull->FILL,ORIGIN_VWAP_BAND|long|15m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|long,65.209,1.0,0.5361,0.6677,1.0,0.4009,0.6952,0.7926,ORIGIN:VWAP-1.0-2026-07-09 ; TRIGGER_FVG:FVG-15m-bull-20260709T1115,EXPIRED,,,,False,,,,,True,long,2026-07-09,VWAP_BAND,rth,1.29,0.475,15m,0.099,above,+1.0,0.48,,2.086,0.207,high,0.099,0.7881,0.3096,0,0,0,,,65,0.8462,0.0804,153,0.8627,0.2313,826,0.0,0.765,0.793,0.8464,0.1197,0.0,65.0,0.0877,FAVORABLE
origin=FVG_FAILURE | anchor=rth | vwap_above,3,OC-5m-20260709T1045-L-FVG,cg-recognizer-v1.0.0,5m,2026-07-09,6,long,FVG_FAILURE,FVG-5m-bear-20260709T1020,29785.25,FVG-5m-bull-20260709T1110,36852,36857,2026-07-09 10:45:00-04:00,2026-07-09 11:15:00-04:00,29833.25,29823.75,29848.25,level,9.5,0.137,1.579,20,120,FVG_FAILURE(20260709T1020)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,63.643,1.0,0.6431,0.5976,1.0,0.508,0.5263,0.7835,ORIGIN:FVG-5m-bear-20260709T1020 ; TRIGGER_FVG:FVG-5m-bull-20260709T1110,WIN,2026-07-09 11:18:00-04:00,2026-07-09 11:18:00-04:00,1.5789473684210527,True,2.132,0.026,0.0,,True,long,2026-07-09,FVG_FAILURE,rth,0.96,0.555,5m,0.137,above,+1.0,0.501,,1.579,0.216,normal,0.137,0.7881,0.3096,0,0,0,,,207,0.744,0.3187,277,0.7653,0.3099,826,0.0,0.912,0.874,0.7461,0.3179,0.0,207.0,0.0593,FAVORABLE
origin=FVG_FAILURE | anchor=rth | vwap_above,3,OC-15m-20260709T1100-L-FVG,cg-recognizer-v1.0.0,15m,2026-07-09,6,long,FVG_FAILURE,FVG-15m-bear-20260709T1015,29808.5,FVG-15m-bull-20260709T1115,12285,12286,2026-07-09 11:00:00-04:00,2026-07-09 11:30:00-04:00,29830.0,29821.25,29848.25,level,8.75,0.099,2.086,20,120,FVG_FAILURE(20260709T1015)|long|15m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|15m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,65.209,1.0,0.5361,0.6677,1.0,0.4009,0.6952,0.7926,ORIGIN:FVG-15m-bear-20260709T1015 ; TRIGGER_FVG:FVG-15m-bull-20260709T1115,EXPIRED,,,,False,,,,,True,long,2026-07-09,FVG_FAILURE,rth,1.29,0.475,15m,0.099,above,+1.0,0.48,,2.086,0.207,high,0.099,0.7881,0.3096,0,0,0,,,70,0.8286,0.284,277,0.7653,0.3099,826,0.0,0.778,0.874,0.8152,0.2897,0.0,70.0,0.0909,FAVORABLE
origin=FVG_FAILURE | anchor=rth | vwap_above,3,OC-5m-20260709T1145-L-FVG,cg-recognizer-v1.0.0,5m,2026-07-09,6,long,FVG_FAILURE,FVG-5m-bear-20260709T1010,29886.0,FVG-5m-bull-20260709T1205,36864,36868,2026-07-09 11:45:00-04:00,2026-07-09 12:10:00-04:00,29904.0,29898.75,29907.5,level,5.25,0.16,0.667,20,120,FVG_FAILURE(20260709T1010)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,52.225,1.0,0.6943,0.2941,1.0,0.5591,0.2222,0.8934,ORIGIN:FVG-5m-bear-20260709T1010 ; TRIGGER_FVG:FVG-5m-bull-20260709T1205,WIN,2026-07-09 12:10:00-04:00,2026-07-09 12:10:00-04:00,0.6666666666666666,True,1.905,0.0,0.0,,True,long,2026-07-09,FVG_FAILURE,rth,0.51,0.248,5m,0.16,above,+1.0,0.568,,0.667,0.107,low,0.16,0.7881,0.3096,0,0,0,,,207,0.744,0.3187,277,0.7653,0.3099,826,0.0,0.912,0.874,0.7461,0.3179,0.0,207.0,0.0593,FAVORABLE
origin=FVG_FAILURE | anchor=rth | vwap_above,3,OC-15m-20260709T1300-L-FVG,cg-recognizer-v1.0.0,15m,2026-07-09,6,long,FVG_FAILURE,FVG-15m-bear-20260706T1845,29950.75,FVG-15m-bull-20260709T1315,12293,12294,2026-07-09 13:00:00-04:00,2026-07-09 13:30:00-04:00,29954.0,29913.25,29955.25,level,40.75,0.522,0.031,20,120,FVG_FAILURE(20260706T1845)|long|15m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|15m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,63.967,1.0,0.9115,0.6211,1.0,0.9533,0.0102,0.984,ORIGIN:FVG-15m-bear-20260706T1845 ; TRIGGER_FVG:FVG-15m-bull-20260709T1315,WIN,2026-07-09 13:58:00-04:00,2026-07-09 13:58:00-04:00,0.03067484662576687,True,0.607,0.08,0.0,,True,long,2026-07-09,FVG_FAILURE,rth,1.018,0.564,15m,0.522,above,+1.618,0.139,,0.031,0.016,normal,0.522,0.7881,0.3096,0,0,0,,,70,0.8286,0.284,277,0.7653,0.3099,826,0.0,0.778,0.874,0.8152,0.2897,0.0,70.0,0.0909,FAVORABLE
origin=FVG_FAILURE | anchor=rth | vwap_above,3,OC-15m-20260709T1300-L-FVG,cg-recognizer-v1.0.0,15m,2026-07-09,6,long,FVG_FAILURE,FVG-15m-bear-20260706T1900,29942.75,FVG-15m-bull-20260709T1315,12293,12294,2026-07-09 13:00:00-04:00,2026-07-09 13:30:00-04:00,29954.0,29913.25,29955.25,level,40.75,0.522,0.031,20,120,FVG_FAILURE(20260706T1900)|long|15m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|15m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,63.967,1.0,0.9115,0.6211,1.0,0.9533,0.0102,0.984,ORIGIN:FVG-15m-bear-20260706T1900 ; TRIGGER_FVG:FVG-15m-bull-20260709T1315,WIN,2026-07-09 13:58:00-04:00,2026-07-09 13:58:00-04:00,0.03067484662576687,True,0.607,0.08,0.0,,True,long,2026-07-09,FVG_FAILURE,rth,1.018,0.564,15m,0.522,above,+1.618,0.139,,0.031,0.016,normal,0.522,0.7881,0.3096,0,0,0,,,70,0.8286,0.284,277,0.7653,0.3099,826,0.0,0.778,0.874,0.8152,0.2897,0.0,70.0,0.0909,FAVORABLE
origin=FVG_FAILURE | anchor=rth | vwap_above,3,OC-5m-20260709T1310-L-FVG,cg-recognizer-v1.0.0,5m,2026-07-09,6,long,FVG_FAILURE,FVG-5m-bear-20260706T1850,29946.25,FVG-5m-bull-20260709T1315,36881,36882,2026-07-09 13:10:00-04:00,2026-07-09 13:20:00-04:00,29954.0,29949.0,29955.25,level,5.0,0.2,0.25,20,120,FVG_FAILURE(20260706T1850)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,65.22,1.0,0.7682,0.8347,1.0,0.6331,0.0833,0.9501,ORIGIN:FVG-5m-bear-20260706T1850 ; TRIGGER_FVG:FVG-5m-bull-20260709T1315,WIN,2026-07-09 13:58:00-04:00,2026-07-09 13:58:00-04:00,0.25,True,4.95,0.65,0.0,,True,long,2026-07-09,FVG_FAILURE,rth,2.525,0.669,5m,0.2,above,+1.618,0.171,,0.25,0.05,normal,0.2,0.7881,0.3096,0,0,0,,,207,0.744,0.3187,277,0.7653,0.3099,826,0.0,0.912,0.874,0.7461,0.3179,0.0,207.0,0.0593,FAVORABLE
origin=VWAP_BAND | anchor=rth | vwap_above,3,OC-5m-20260709T1355-S-VWA,cg-recognizer-v1.0.0,5m,2026-07-09,6,short,VWAP_BAND,VWAP+1.618-2026-07-09,29978.491562858777,FVG-5m-bear-20260709T1420,36890,36895,2026-07-09 13:55:00-04:00,2026-07-09 14:25:00-04:00,29970.75,29971.75,29939.75,level,1.0,0.048,31.0,20,120,VWAP_BAND(09)|short|5m->DISP->FVG_bear->FILL,ORIGIN_VWAP_BAND|short|5m->DISPLACEMENT->FVG_RETEST,VWAP_BAND|short,70.906,1.0,0.2926,0.7977,1.0,0.1574,1.0,0.0,ORIGIN:VWAP+1.618-2026-07-09 ; TRIGGER_FVG:FVG-5m-bear-20260709T1420,EXPIRED,,,,False,,,,,True,short,2026-07-09,VWAP_BAND,rth,1.569,0.595,5m,0.048,above,+1.618,0.784,,31.0,1.485,normal,0.048,0.7881,0.3096,0,0,0,,,49,0.8571,0.5922,76,0.8158,0.4603,826,0.0,0.71,0.655,0.8424,0.5389,0.0,49.0,0.102,FAVORABLE
origin=FVG_FAILURE | anchor=rth | vwap_above,3,OC-5m-20260709T1420-S-FVG,cg-recognizer-v1.0.0,5m,2026-07-09,6,short,FVG_FAILURE,FVG-5m-bull-20260709T1315,29954.0,FVG-5m-bear-20260709T1425,36895,36896,2026-07-09 14:20:00-04:00,2026-07-09 14:30:00-04:00,29960.5,29962.5,29939.75,level,2.0,0.097,10.375,20,120,FVG_FAILURE(20260709T1315)|short|5m->DISP->FVG_bear->FILL,ORIGIN_FVG_FAILURE|short|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|short,68.773,1.0,0.5271,0.4779,1.0,0.3919,1.0,0.0,ORIGIN:FVG-5m-bull-20260709T1315 ; TRIGGER_FVG:FVG-5m-bear-20260709T1425,LOSS,2026-07-09 14:30:00-04:00,2026-07-09 14:30:00-04:00,-1.0,False,2.0,2.75,,0.0,True,short,2026-07-09,FVG_FAILURE,rth,0.956,0.319,5m,0.097,above,+1.0,1.309,,10.375,1.004,normal,0.097,0.7881,0.3096,0,0,0,,,206,0.7427,0.2474,272,0.7537,0.2612,826,0.0,0.912,0.872,0.7441,0.2492,0.0,206.0,0.0596,FAVORABLE
origin=FVG_FAILURE | anchor=rth | vwap_above,3,OC-5m-20260709T1515-L-FVG,cg-recognizer-v1.0.0,5m,2026-07-09,6,long,FVG_FAILURE,FVG-5m-bear-20260709T1500,29945.5,FVG-5m-bull-20260709T1520,36906,36907,2026-07-09 15:15:00-04:00,2026-07-09 15:25:00-04:00,29940.25,29929.5,29942.62298470924,vwap_band,10.75,0.494,0.221,20,120,FVG_FAILURE(20260709T1500)|long|5m->DISP->FVG_bull->FILL,ORIGIN_FVG_FAILURE|long|5m->DISPLACEMENT->FVG_RETEST,FVG_FAILURE|long,58.676,1.0,0.9295,0.3492,1.0,0.9354,0.0736,0.8909,ORIGIN:FVG-5m-bear-20260709T1500 ; TRIGGER_FVG:FVG-5m-bull-20260709T1520,WIN,2026-07-09 15:25:00-04:00,2026-07-09 15:25:00-04:00,0.22074276365023,True,0.326,0.791,0.0,,True,long,2026-07-09,FVG_FAILURE,rth,0.77,0.185,5m,0.494,above,+1.0,0.109,,0.221,0.109,normal,0.494,0.7881,0.3096,0,0,0,,,207,0.744,0.3187,277,0.7653,0.3099,826,0.0,0.912,0.874,0.7461,0.3179,0.0,207.0,0.0593,FAVORABLE
